"Survey ID","User ID","Start time","Submission time","Time to complete","Meal ID","Meal name","Food ID","Search term","Intake24 food code","Description (en)","Description (local)","Nutrient table name","Nutrient table code","Food group code","Food group (en)","Food group (local)","Ready meal","Brand","Serving size (g/ml)","Serving image","Leftovers (g/ml)","Leftovers image","Portion size (g/ml)","Reasonable amount","Missing food description","Missing food portion size","Missing food leftovers","Energy (kcal)","Fat","Satd FA","Protein","Carbohydrate","Total sugars","Non-milk extrinsic sugars","Alcohol","Fibre, water-insoluble","Fibre, water-soluble","Vitamin C","Calcium","Iron","Alpha-carotene","Beta cryptoxanthin","Beta-carotene","Biotin","Chloride","Cholesterol","Cis-Mon FA","Cis-n3 FA","Cis-n6 FA","Copper","Energy (kJ)","Englyst fibre","Folate","Fructose","Glucose","Haem iron","Intrinsic and milk sugars","Iodine","Lactose","Magnesium","Maltose","Manganese","Niacin","Niacin equivalent","Nitrogen conversion factor","Non-haem iron","Other sugars (UK)","Pantothenic acid","Phosphorus","Potassium","Retinol","Riboflavin","Selenium","Sodium","Southgate fibre","Starch","Sucrose","Thiamin","Total carotene","Total nitrogen","Trans FA","Tryptophan/60","Vitamin A","Vitamin B12","Vitamin B6","Vitamin D","Vitamin E","Water","Zinc","CO₂ emissions"
"fb47ce66-e57e-4a47-8ff7-ff700387dd85","LBD02","2018-08-29T20:39:11.979Z","2018-08-29T20:41:56.356Z","2 min","3","Lunch","2","toast","WTST","Toast, white bread","Toast, white bread","NDNS","126","1","White bread/rolls","White bread/rolls","false","N/A","81.00","N/A","0.00","N/A","81.00","true","N/A","N/A","N/A","238.14","2.19","0.53","8.02","49.73","3.40","0.00","0.00","N/A","N/A","0.00","143.37","1.30","0.00","0.00","0.00","0.81","656.10","0.00","0.35","0.06","0.49","0.11","1011.69","1.86","20.25","0.16","0.00","0.00","3.40","3.24","0.00","18.63","3.16","0.40","1.30","2.92","4.62","1.30","N/A","0.32","76.95","120.69","0.00","0.06","4.05","396.90","2.51","46.25","0.00","0.23","0.00","1.38","0.02","1.62","0.00","0.00","0.08","0.00","0.16","22.36","0.65","132.03"
"fb47ce66-e57e-4a47-8ff7-ff700387dd85","LBD02","2018-08-29T20:39:11.979Z","2018-08-29T20:41:56.356Z","2 min","3","Lunch","3","tea","BTEA","Tea","Tea","NDNS","2314","91","Tea (excluding added sugar)","Tea (excluding added sugar)","false","N/A","223.11","N/A","0.00","N/A","223.11","true","N/A","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.23","0.00","0.00","0.00","0.00","0.02","0.00","0.00","11.16","0.00","0.00","0.00","0.00","2.23","0.00","4.46","0.00","0.31","0.00","0.00","13.94","0.00","N/A","0.22","6.69","78.09","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","221.55","0.00","17.85"
"fb47ce66-e57e-4a47-8ff7-ff700387dd85","LBD02","2018-08-29T20:39:11.979Z","2018-08-29T20:41:56.356Z","2 min","3","Lunch","4","associated food prompt","CTSS","Semi skimmed milk","Semi skimmed milk","NDNS","608","21","Semi-skimmed milks: includes longlife semi-skimmed","Semi-skimmed milks: includes longlife semi-skimmed","false","N/A","24.79","N/A","0.00","N/A","24.79","true","N/A","N/A","N/A","10.91","0.42","0.27","0.87","0.97","0.97","0.00","0.00","N/A","N/A","0.50","29.50","0.00","0.00","0.00","1.74","0.50","21.32","1.74","0.10","0.00","0.01","0.00","45.86","0.00","0.99","0.00","0.00","0.00","0.97","4.46","0.97","2.48","0.00","0.00","0.02","0.17","1.58","0.00","N/A","0.12","23.55","38.18","3.72","0.05","0.00","10.66","N/A","0.00","0.00","0.01","1.74","0.12","0.02","0.15","3.97","0.17","0.02","0.00","0.02","22.16","0.10","34.95"
"fb47ce66-e57e-4a47-8ff7-ff700387dd85","LBD02","2018-08-29T20:39:11.979Z","2018-08-29T20:41:56.356Z","2 min","4","Evening meal","1","lenti ragu","LENT","Lentil soup (includes homemade)","Lentil soup (includes homemade)","NDNS","2469","99","Soups","Soups","false","N/A","246.17","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/soup/Soup5.jpg","0.00","N/A","246.17","true","N/A","N/A","N/A","246.17","9.60","3.72","11.57","30.03","5.17","0.25","0.00","N/A","N/A","3.20","91.08","3.20","342.18","0.00","1060.99","2.46","834.52","7.39","3.72","0.34","1.13","0.25","1038.84","2.71","22.16","0.49","0.49","0.00","5.17","17.23","1.72","39.39","0.00","0.59","2.71","4.18","30.18","2.95","N/A","0.74","179.70","408.64","81.24","0.25","4.92","903.44","N/A","24.86","1.23","0.22","1230.85","1.97","0.05","1.72","285.56","0.25","0.49","0.74","1.72","186.84","1.48","369.26"
"fb47ce66-e57e-4a47-8ff7-ff700387dd85","LBD02","2018-08-29T20:39:11.979Z","2018-08-29T20:41:56.356Z","2 min","4","Evening meal","2","bread","GRLC","Garlic bread, french stick (baguette)","Garlic/Herb bread, french stick (baguette)","NDNS","7615","101","Other breads with >8g/100g fat: naan, chapatis (made with fat), fried papadums, croissants, fried bread","Other breads with >8g/100g fat: naan, chapatis (made with fat), fried papadums, croissants, fried bread","false","N/A","92.00","N/A","0.00","N/A","92.00","true","N/A","N/A","N/A","320.16","15.36","7.94","6.44","41.49","2.67","0.00","0.00","N/A","N/A","0.00","115.92","1.47","0.00","0.00","48.76","0.92","671.60","28.52","4.68","0.29","1.14","0.07","1342.28","0.74","10.12","0.18","0.09","0.00","2.67","2.76","0.00","19.32","2.30","0.55","1.01","2.58","5.24","1.47","N/A","0.18","80.96","137.08","164.68","0.12","0.92","437.92","2.48","38.82","0.00","0.21","48.76","1.10","0.29","1.56","172.96","0.09","0.09","0.00","1.66","23.74","0.64","414.00"
"fb47ce66-e57e-4a47-8ff7-ff700387dd85","LBD02","2018-08-29T20:39:11.979Z","2018-08-29T20:41:56.356Z","2 min","4","Evening meal","3","apple and black current squash","APBL","Apple and blackcurrant squash (juice), no added sugar, diluted","Apple and blackcurrant squash (juice), no added sugar, diluted","NDNS","5505","88","Cordials & squashes: reduced sugar or low calorie squashes","Cordials & squashes: reduced sugar or low calorie squashes","false","N/A","488.50","N/A","0.00","N/A","488.50","true","N/A","N/A","N/A","9.77","0.00","0.00","0.00","2.44","2.44","2.44","0.00","N/A","N/A","117.24","29.31","0.49","0.00","0.00","29.31","0.00","4.89","0.00","0.00","0.00","0.00","0.05","39.08","0.00","0.00","1.47","1.47","0.00","0.00","0.00","0.00","9.77","0.00","0.05","0.49","0.49","30.53","0.49","N/A","0.00","4.89","122.13","0.00","0.00","0.00","19.54","0.00","0.00","0.00","0.00","29.31","0.00","0.00","0.00","4.89","0.00","0.00","0.00","0.00","486.06","0.00","210.06"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","1","Breakfast","1","Toast","WHLT","Toast, wholemeal bread","Toast, wholemeal bread","NDNS","138","2","Brown and wholemeal bread/rolls","Brown and wholemeal bread/rolls","false","N/A","74.00","N/A","0.00","N/A","74.00","true","N/A","N/A","N/A","204.24","2.44","0.53","9.62","38.33","3.40","0.00","0.00","N/A","N/A","0.00","78.44","1.78","0.00","0.00","0.00","4.44","836.20","0.00","0.52","0.10","0.60","0.17","867.28","3.63","31.08","0.59","0.15","0.00","3.40","0.00","0.00","48.84","2.74","1.30","2.81","4.51","4.31","1.78","N/A","0.44","149.48","230.14","0.00","0.04","8.14","377.40","4.81","34.85","0.00","0.21","0.00","1.63","0.03","1.70","0.00","0.00","0.07","0.00","0.15","19.83","1.18","120.62"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","1","Breakfast","2","Lemon curd","CURD","Lemon curd","Lemon curd","NDNS","2219","82","Preserves and syrups: glace cherries, honey, jam, marmalade, lemon curd, marzipan, mincemeat, chocolate spread, ice cream topping","Preserves and syrups: glace cherries, honey, jam, marmalade, lemon curd, marzipan, mincemeat, chocolate spread, ice cream topping","false","N/A","20.00","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/jam/Gjam02.jpg","0.00","N/A","20.00","true","N/A","N/A","N/A","56.60","1.00","0.28","0.14","12.54","10.34","10.34","0.00","N/A","N/A","0.00","1.80","0.10","0.00","0.00","0.00","0.20","30.00","4.20","0.32","0.02","0.18","0.06","240.00","0.04","0.00","1.52","3.30","0.00","0.00","1.40","0.00","0.40","0.86","0.02","0.00","0.02","1.25","0.10","N/A","0.02","3.00","2.20","2.00","0.00","0.00","7.00","0.04","2.20","4.66","0.00","0.00","0.02","0.06","0.02","2.00","0.00","0.00","0.02","0.08","6.28","0.26","7.60"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","1","Breakfast","3","Coffee","CFFB","Coffee","Coffee","NDNS","2307","92","Coffee (excluding added sugar)","Coffee (excluding added sugar)","false","N/A","286.11","N/A","0.00","N/A","286.11","true","N/A","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","N/A","N/A","0.00","8.58","0.29","0.00","0.00","0.00","8.58","8.58","0.00","0.00","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.86","0.00","28.61","0.00","0.00","2.57","2.57","17.88","0.29","N/A","0.00","22.89","343.33","0.00","0.03","0.00","2.86","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","279.82","0.29","60.08"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","1","Breakfast","4","associated food prompt","CTSS","Semi skimmed milk","Semi skimmed milk","NDNS","608","21","Semi-skimmed milks: includes longlife semi-skimmed","Semi-skimmed milks: includes longlife semi-skimmed","false","N/A","31.79","N/A","0.00","N/A","31.79","true","N/A","N/A","N/A","13.99","0.54","0.34","1.11","1.24","1.24","0.00","0.00","N/A","N/A","0.64","37.83","0.00","0.00","0.00","2.23","0.64","27.34","2.23","0.12","0.00","0.02","0.00","58.81","0.00","1.27","0.00","0.00","0.00","1.24","5.72","1.24","3.18","0.00","0.00","0.03","0.22","2.03","0.00","N/A","0.16","30.20","48.96","4.77","0.07","0.00","13.67","N/A","0.00","0.00","0.01","2.23","0.16","0.02","0.19","5.09","0.22","0.03","0.00","0.03","28.42","0.13","44.82"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","2","Early snack or drink","1","Rice Krispies","RCKP","Rice Krispies / puffs / snaps","Rice Krispies","NDNS","220","7","Other breakfast cereals: muesli, bran flakes","Other breakfast cereals: muesli, bran flakes","false","N/A","79.00","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/cereal_rkrisF/rkrisF7.jpg","0.00","N/A","79.00","true","N/A","N/A","N/A","308.10","0.79","0.17","4.74","75.21","8.30","7.74","0.00","N/A","N/A","0.00","3.95","6.32","0.00","0.00","0.00","1.58","513.50","0.00","0.19","0.01","0.24","0.00","1312.98","0.63","131.14","0.32","0.24","0.00","0.55","0.00","0.00","31.60","0.00","0.63","10.51","11.61","4.70","6.32","N/A","0.55","100.33","110.60","0.00","0.95","1.58","355.50","0.79","66.91","7.74","0.71","0.00","0.79","0.00","1.11","0.00","1.66","0.95","0.00","0.16","2.61","0.87","368.93"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","2","Early snack or drink","2","Soya milk","SOYM","Soya milk","Soya milk","NDNS","3769","23","Whole milks: includes longlife whole, dried whole & any soya or goats milk","Whole milks: includes longlife whole, dried whole & any soya or goats milk","false","N/A","50.88","N/A","0.00","N/A","50.88","true","N/A","N/A","N/A","18.32","1.07","0.20","1.83","0.31","0.05","0.05","0.00","N/A","N/A","0.00","61.05","0.20","0.00","0.00","0.00","0.51","1.02","0.00","0.25","0.07","0.48","0.05","75.81","0.61","2.54","0.00","0.00","0.00","0.00","0.51","0.00","7.63","0.00","0.15","0.05","0.41","2.90","0.20","N/A","0.00","24.42","37.65","0.00","0.12","2.04","10.18","N/A","0.25","0.00","0.03","0.00","0.31","0.00","0.36","0.00","0.25","0.00","0.38","0.76","47.06","0.15","45.79"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","2","Early snack or drink","3","Coffee","CFFB","Coffee","Coffee","NDNS","2307","92","Coffee (excluding added sugar)","Coffee (excluding added sugar)","false","N/A","286.11","N/A","0.00","N/A","286.11","true","N/A","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","N/A","N/A","0.00","8.58","0.29","0.00","0.00","0.00","8.58","8.58","0.00","0.00","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.86","0.00","28.61","0.00","0.00","2.57","2.57","17.88","0.29","N/A","0.00","22.89","343.33","0.00","0.03","0.00","2.86","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","279.82","0.29","60.08"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","2","Early snack or drink","4","associated food prompt","CTSS","Semi skimmed milk","Semi skimmed milk","NDNS","608","21","Semi-skimmed milks: includes longlife semi-skimmed","Semi-skimmed milks: includes longlife semi-skimmed","false","N/A","31.79","N/A","0.00","N/A","31.79","true","N/A","N/A","N/A","13.99","0.54","0.34","1.11","1.24","1.24","0.00","0.00","N/A","N/A","0.64","37.83","0.00","0.00","0.00","2.23","0.64","27.34","2.23","0.12","0.00","0.02","0.00","58.81","0.00","1.27","0.00","0.00","0.00","1.24","5.72","1.24","3.18","0.00","0.00","0.03","0.22","2.03","0.00","N/A","0.16","30.20","48.96","4.77","0.07","0.00","13.67","N/A","0.00","0.00","0.01","2.23","0.16","0.02","0.19","5.09","0.22","0.03","0.00","0.03","28.42","0.13","44.82"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","3","Lunch","1","Wrap","WLML","Wholemeal wrap / tortilla","Wholemeal wrap / tortilla","NDNS","10754","4","Other breads <8g/100g fat: bagel, chapatis (made without fat), milk bread, grilled papadums, pitta, rye bread, soda, flour tortillas, crumpets","Other breads <8g/100g fat: bagel, chapatis (made without fat), milk bread, grilled papadums, pitta, rye bread, soda, flour tortillas, crumpets","false","N/A","65.00","N/A","0.00","N/A","65.00","true","N/A","N/A","N/A","232.05","8.39","3.32","5.66","35.69","0.91","0.00","0.00","N/A","N/A","0.00","96.20","1.04","0.00","0.00","0.00","0.65","574.60","0.00","1.48","0.08","0.35","0.06","977.60","3.77","16.25","0.26","0.00","0.00","0.91","2.60","0.00","11.70","0.65","0.32","0.98","2.21","3.74","1.04","N/A","0.26","137.80","81.90","0.00","0.01","1.95","357.50","5.01","34.78","0.00","0.18","0.00","0.98","0.05","1.24","0.00","0.00","0.07","0.00","0.13","11.51","0.39","105.95"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","3","Lunch","2","Sweet chilli dip","SCHS","Sweet chilli sauce","Sweet chilli sauce","NDNS","8074","97","Other sauces e.g. vinegar, salad cream, tartare sauce, cook-in-canned sauce","Other sauces e.g. vinegar, salad cream, tartare sauce, cook-in-canned sauce","true","N/A","45.00","N/A","0.00","N/A","45.00","true","N/A","N/A","N/A","100.80","0.05","0.01","0.31","26.37","26.24","25.97","0.00","N/A","N/A","17.55","4.05","0.18","8.55","34.65","193.95","0.00","1080.00","0.00","0.00","0.00","0.03","0.05","429.30","0.23","2.70","0.14","0.14","0.00","0.27","0.90","0.00","4.05","0.00","0.03","0.14","0.23","2.81","0.18","N/A","0.00","8.10","43.65","0.00","0.01","0.00","711.00","0.23","0.14","25.97","0.01","215.55","0.05","0.00","0.09","36.00","0.00","0.05","0.00","0.09","17.28","0.05","54.00"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","3","Lunch","3","Salad","MXSL","Mixed salad leaves","Mixed salad leaves","NDNS","8084","70","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad","false","N/A","60.00","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/lettuce/Lett7.jpg","0.00","N/A","60.00","true","N/A","N/A","N/A","13.20","0.30","0.05","1.14","1.38","1.32","0.00","0.00","N/A","N/A","15.30","63.60","0.78","0.00","0.00","1117.80","0.00","42.60","0.00","0.03","0.16","0.06","0.02","55.20","1.08","58.80","0.54","0.54","0.00","1.32","1.20","0.00","18.00","0.00","0.26","0.48","0.72","3.75","0.78","N/A","0.18","22.80","219.60","0.00","0.03","0.60","43.80","N/A","0.06","0.24","0.05","1117.80","0.18","0.00","0.24","186.60","0.00","0.06","0.00","0.36","54.60","0.24","48.00"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","3","Lunch","4","Sparkling water ","FWNS","Flavoured water, still or fizzy (no added sugar)","Flavoured water, still or fizzy (no added sugar)","NDNS","5253","84","Diet carbonated drinks (includes low calorie drinks)","Diet carbonated drinks (includes low calorie drinks)","false","N/A","500.00","N/A","0.00","N/A","500.00","true","N/A","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","N/A","N/A","0.00","125.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.00","0.00","0.00","0.00","0.00","31.25","0.00","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","500.00","0.00","140.00"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","4","Afternoon snack or drink","1","Biscuit","CTCM","Biscuits with cream filling e.g. Custard creams, bourbons","Biscuits with cream filling e.g. Custard creams, bourbons","NDNS","8198","14","Sweet biscuits: excludes full coated biscuits","Sweet biscuits: excludes full coated biscuits","false","Other","26.00","N/A","0.00","N/A","26.00","true","N/A","N/A","N/A","124.02","6.06","3.46","1.30","17.11","7.77","7.31","0.00","N/A","N/A","0.00","30.68","0.57","0.00","0.00","3.64","0.78","49.40","0.78","1.76","0.01","0.52","0.05","520.26","0.60","2.86","0.00","0.42","0.00","0.44","2.08","0.29","7.54","0.00","0.19","0.42","0.68","1.48","0.57","N/A","0.16","26.52","65.78","0.00","0.01","0.52","48.88","0.81","9.36","7.07","0.04","3.64","0.23","0.01","0.26","0.52","0.00","0.03","0.00","0.60","0.60","0.16","82.42"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","5","Evening meal","1","Thai red curry","TRCP","Thai red curry paste ","Thai red curry paste ","NDNS","9375","97","Other sauces e.g. vinegar, salad cream, tartare sauce, cook-in-canned sauce","Other sauces e.g. vinegar, salad cream, tartare sauce, cook-in-canned sauce","false","N/A","45.00","N/A","0.00","N/A","45.00","true","N/A","N/A","N/A","141.75","13.14","0.87","2.16","4.01","1.44","0.00","0.00","N/A","N/A","0.00","65.70","5.76","0.00","0.00","23.85","0.00","1683.00","0.00","7.52","0.89","3.25","0.13","586.80","3.20","4.95","0.95","0.50","0.00","1.44","1.35","0.00","33.75","0.00","0.50","0.77","1.08","2.77","5.76","N/A","0.00","48.60","234.45","0.00","0.06","2.70","684.00","3.20","2.57","0.00","0.04","23.85","0.36","0.00","0.31","4.05","0.00","0.00","0.00","0.00","16.78","0.31","212.85"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","5","Evening meal","2","White rice","ECRC","Easy cook rice","Easy cook rice","NDNS","55","9","Rice","Rice","false","N/A","190.83","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/rice/RiceBo5.jpg","0.00","N/A","190.83","true","N/A","N/A","N/A","278.61","0.76","0.17","5.72","66.22","0.00","0.00","0.00","N/A","N/A","0.00","38.17","0.19","0.00","0.00","0.00","1.91","167.93","0.00","0.25","0.00","0.27","0.17","1186.96","0.00","11.45","0.00","0.00","0.00","0.00","1.91","0.00","13.36","0.00","0.48","1.34","3.05","11.35","0.19","N/A","0.57","74.42","34.35","0.00","0.00","13.36","11.45","1.91","66.22","0.00","0.10","0.00","0.95","0.00","1.72","0.00","0.00","0.19","0.00","0.00","127.86","0.57","891.18"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","5","Evening meal","3","Mango sorbet","SORB","Sorbet, all flavours","Sorbet, all flavours","NDNS","585","79","Ice cream, ice cream desserts and lollies","Ice cream, ice cream desserts and lollies","false","N/A","42.50","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/ice_cream/Icecrm5.jpg","0.00","N/A","42.50","true","N/A","N/A","N/A","50.15","0.13","0.02","0.17","12.88","12.88","12.79","0.00","N/A","N/A","5.02","3.40","0.00","0.00","0.00","40.38","0.00","3.83","0.00","0.04","0.02","0.06","0.02","213.78","0.04","2.13","0.85","1.87","0.00","0.09","0.00","0.00","1.28","0.43","0.06","0.09","0.17","2.66","0.00","N/A","0.04","1.70","17.43","0.00","0.00","0.43","4.25","0.34","0.00","9.01","0.02","40.38","0.04","0.00","0.09","6.80","0.00","0.00","0.00","0.00","29.28","0.00","170.00"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","5","Evening meal","4","Sparkling water ","FWNS","Flavoured water, still or fizzy (no added sugar)","Flavoured water, still or fizzy (no added sugar)","NDNS","5253","84","Diet carbonated drinks (includes low calorie drinks)","Diet carbonated drinks (includes low calorie drinks)","false","N/A","500.00","N/A","0.00","N/A","500.00","true","N/A","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","N/A","N/A","0.00","125.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.00","0.00","0.00","0.00","0.00","31.25","0.00","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","500.00","0.00","140.00"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","6","Evening meal","1","Coconut milk ","CCNM","Coconut milk","Coconut milk","NDNS","8078","23","Whole milks: includes longlife whole, dried whole & any soya or goats milk","Whole milks: includes longlife whole, dried whole & any soya or goats milk","false","N/A","300.00","N/A","0.00","N/A","300.00","true","N/A","N/A","N/A","504.00","51.60","44.52","4.50","5.40","5.40","0.00","0.00","N/A","N/A","4.20","18.00","3.00","0.00","0.00","0.00","0.00","159.00","0.00","2.91","0.00","1.23","0.45","2076.00","10.50","36.00","0.00","0.00","0.00","5.40","0.00","0.00","60.00","0.00","1.44","0.60","1.50","17.40","3.00","N/A","0.30","135.00","531.00","0.00","0.00","3.00","24.00","17.40","0.00","5.40","0.06","0.00","0.90","0.00","0.90","0.00","0.00","0.00","0.00","0.90","221.10","0.60","900.00"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","6","Evening meal","2","Peppers","PRFR","Red peppers, raw","Red peppers, raw","NDNS","7857","70","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad","false","N/A","78.00","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/mixed_peppers/abbf2934-a6a1-4742-ac9a-fcc28414d806.jpg","0.00","N/A","78.00","true","N/A","N/A","N/A","24.96","0.31","0.05","0.78","4.99","4.91","0.00","0.00","N/A","N/A","109.20","6.24","0.23","105.30","951.60","2468.70","0.00","18.72","0.00","0.02","0.03","0.15","0.01","104.52","1.25","16.38","2.81","1.95","0.00","4.91","0.78","0.00","10.92","0.00","0.08","1.01","1.17","4.88","0.23","N/A","0.08","17.16","124.80","0.00","0.02","0.00","3.12","1.48","0.08","0.00","0.01","2995.20","0.16","0.00","0.16","499.20","0.00","0.31","0.00","0.62","70.51","0.08","62.40"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","6","Evening meal","3","Mushrooms","MSRF","Mushrooms","Mushrooms","NDNS","1779","70","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad","false","N/A","70.00","N/A","0.00","N/A","70.00","true","N/A","N/A","N/A","7.70","0.21","0.05","1.26","0.28","0.14","0.00","0.00","N/A","N/A","0.70","3.50","0.35","0.00","0.00","0.00","5.60","48.30","0.00","0.00","0.09","0.02","0.28","33.60","0.77","5.60","0.07","0.07","0.00","0.14","1.40","0.00","4.90","0.00","0.07","1.68","1.82","4.38","0.35","N/A","0.98","44.80","175.00","0.00","0.25","6.30","3.50","1.61","0.14","0.07","0.05","0.00","0.21","0.00","0.14","0.00","0.00","0.07","0.00","0.07","64.89","0.21","336.00"
"10a7a06b-af4a-4d9c-9562-50dada9a38a2","LBD05","2018-09-03T20:56:54.722Z","2018-09-03T21:08:55.210Z","12 min","6","Evening meal","4","Bamboo shoots","BAMS","Bamboo shoots, canned","Bamboo shoots, canned","NDNS","1661","70","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad","false","N/A","360.00","N/A","0.00","N/A","360.00","true","N/A","N/A","N/A","39.60","0.72","0.18","5.40","2.52","2.52","0.00","0.00","N/A","N/A","0.00","46.80","1.44","0.00","0.00","36.00","3.60","432.00","0.00","0.04","0.07","0.29","0.68","162.00","3.96","43.20","1.08","1.08","0.00","2.52","7.20","0.00","10.80","0.00","0.36","1.80","2.52","22.50","1.44","N/A","1.44","140.40","1908.00","0.00","0.22","3.60","14.40","5.04","0.00","0.00","0.32","36.00","0.72","0.00","0.72","7.20","0.00","0.00","0.00","0.36","343.80","3.96","576.00"
